PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Borgest, N; Korovin, M		Kobayashi, SY; Piegat, A; Pejas, J; ElFray, I; Kacprzyk, J		Borgest, Nikolay; Korovin, Maksim			Ontological Approach Towards Semantic Data Filtering in the Interface Design Applied to the Interface Design and Dialogue Creation for the "Robot-Aircraft Designer" Informational System	HARD AND SOFT COMPUTING FOR ARTIFICIAL INTELLIGENCE, MULTIMEDIA AND SECURITY	Advances in Intelligent Systems and Computing				20th Conference on Advanced Computer System (ACS)	OCT 19-21, 2016	Miedzyzdroje, POLAND	W Pomeranian Univ Technol, Fac Comp Sci & Informat Technol, Warsaw Univ Technol, Fac Math & Informat Sci, AGH Univ Sci & Technol, Fac Phys & Appl Comp Sci, Polish Acad Sci, Inst Comp Sci, Ehime Univ								Borgest, Nikolay M/I-8689-2014	Borgest, Nikolay M/0000-0003-2934-6198; Korovin, Maksim/0000-0002-2298-8457												2194-5357		978-3-319-48429-7; 978-3-319-48428-0				2017	534						93	101		10.1007/978-3-319-48429-7_9							WOS:000405325600009						
C	Khattab, D; Ebeid, HM; Hussein, AS; Tolba, MF		Hassanien, AE; Shaalan, K; Gaber, T; Azar, AT; Tolba, MF		Khattab, Dina; Ebeid, Hala M.; Hussein, Ashraf S.; Tolba, Mohamed F.			3D Mesh Segmentation Based on Unsupervised Clustering	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT SYSTEMS AND INFORMATICS 2016	Advances in Intelligent Systems and Computing				2nd International Conference on Advanced Intelligent Systems and Informatics (AISI)	OCT 24-26, 2016	Cairo, EGYPT	Sci Res Grp Egypt, IEEE Computat Intelligence Soc, Egypt Chapter, IEEE Robot & Automat Soc, Egypt Chapter								Ebied, Hala M./O-7461-2016; Khattab, Dina/AAE-6485-2019; Hussein, Ashraf S/C-9329-2011; Khattab, Dina/AAC-4250-2021	Ebied, Hala M./0000-0001-9843-842X; Khattab, Dina/0000-0003-1201-1789												2194-5357	2194-5365	978-3-319-48308-5; 978-3-319-48307-8				2017	533						598	607		10.1007/978-3-319-48308-5_57							WOS:000398724000057						
C	Bhoi, SK; Panda, SK; Khilar, PM		Kumar, MA; Selvarani, R; Kumar, TVS		Bhoi, Sourav Kumar; Panda, Sanjaya Kumar; Khilar, Pabitra Mohan			A Density-Based Clustering Paradigm to Detect Faults in Wireless Sensor Network	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING	Advances in Intelligent Systems and Computing				International Conference on Advances in Computing (ICAdC 2012)	JUL 04-06, 2012	M S Ramaiah Inst Technol, INDIA	M S Ramaiah Inst Technol, Informat Sci & Engn, M S Ramaiah Inst Technol, Comp Sci & Engn, M S Ramaiah Inst Technol, Comp Applicat	M S Ramaiah Inst Technol							Bhoi, Sourav Kumar/AAX-9796-2020; KHILAR, PABITRA M/I-5368-2018; Panda, Sanjaya Kumar/I-6124-2015	Bhoi, Sourav Kumar/0000-0002-5173-3453; KHILAR, PABITRA M/0000-0003-1969-2775; Panda, Sanjaya Kumar/0000-0003-3242-525X												2194-5357	2194-5365	978-81-322-0739-9; 978-81-322-0740-5				2013	174						865	871									WOS:000316088900103						
C	Yang, T; Peng, WF; Li, XR; Wang, YJ		Wen, Z; Li, T		Yang, Tan; Peng, Wanfen; Li, Xiangru; Wang, Yongjun			A Robust IHC Color Image Automatic Segmentation Algorithm	FOUNDATIONS OF INTELLIGENT SYSTEMS (ISKE 2013)	Advances in Intelligent Systems and Computing				8th International Conference on Intelligent Systems and Knowledge Engineering (ISKE)	NOV 20-23, 2013	Shenzhen, PEOPLES R CHINA	Shenzhen Univ, Sci China Press, Chinese Acad Sci, IEEE Computat Intelligence Soc, Chinese Assoc Artificial Intelligence, State Key Lab Complex Elect Syst Simulat, Sci & Technol Integrated Informat Syst Lab, SW Jiaotong Univ, Univ Technol																					2194-5357		978-3-642-54924-3; 978-3-642-54923-6				2014	277						319	328		10.1007/978-3-642-54924-3_30							WOS:000349457000030						
C	Biradar, M; Ahmed, M		Satapathy, SC; Bhateja, V; Udgata, SK; Pattnaik, PK		Biradar, Megha; Ahmed, Muzameel			Visual Based Information Retrieval Using Voronoi Tree	PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS, (FICTA 2016), VOL 2	Advances in Intelligent Systems and Computing				5th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	SEP 16-17, 2016	KIIT Univ, Sch Comp Engn, Bhubaneswar, INDIA		KIIT Univ, Sch Comp Engn																				2194-5357	2194-5365	978-981-10-3156-4; 978-981-10-3155-7				2017	516						603	609		10.1007/978-981-10-3156-4_64							WOS:000518098500064						
C	Kavati, I; Prasad, MVNK; Bhagvati, C		Suresh, LP; Dash, SS; Panigrahi, BK		Kavati, Ilaiah; Prasad, Munaga V. N. K.; Bhagvati, Chakravarthy			An Efficient Coding Method for Indexing Hand-based Biometric Databases	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY ALGORITHMS IN ENGINEERING SYSTEMS, VOL 2	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Algorithms in Engineering Systems (ICAEES)	APR 22-23, 2014	Noorul Islam Univ, Noorul Islam Ctr Higher Educ, Kumaracoil, INDIA		Noorul Islam Univ, Noorul Islam Ctr Higher Educ								kavati, ilaiah/0000-0002-2659-2329												2194-5357	2194-5365	978-81-322-2135-7; 978-81-322-2134-0				2015	325						723	731		10.1007/978-81-322-2135-7_76							WOS:000357378500076						
C	Bose, S; Das, C; Chakraborty, A; Chattopadhyay, S		Meghanathan, N; Nagamalai, D; Chaki, N		Bose, Shilpi; Das, Chandra; Chakraborty, Abirlal; Chattopadhyay, Samiran			Effectiveness of Different Partition Based Clustering Algorithms for Estimation of Missing Values in Microarray Gene Expression Data	ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 2	Advances in Intelligent Systems and Computing				2nd International Conference on Advances in Computing and Information Technology (ACITY 2012)	JUL 13-15, 2012	Chennai, INDIA									Chattopadhyay, Samiran/AAW-3145-2021													2194-5357		978-3-642-31551-0				2013	177						37	+									WOS:000312968800005						
C	Freitas, H; Cury, D; de Menezes, CS		Rocha, A; Correia, AM; Tan, FB; Stroetmann, KA		Freitas, Halysson; Cury, Davidson; de Menezes, Credine Silva			From Ontologies to Question - Answer Pairs - A Template Language for Automated and Customizable Transformations	NEW PERSPECTIVES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 15-18, 2014	Funchal, PORTUGAL									Menezes, Credine/AAK-3859-2020													2194-5357		978-3-319-05951-8; 978-3-319-05950-1				2014	275						61	70		10.1007/978-3-319-05951-8_7							WOS:000354297600007						
C	Candeal, JC; Indurain, E; Molina, JA		Bustince, H; Fernandez, J; Mesiar, R; Calco, T		Candeal, Juan Carlos; Indurain, Esteban; Molina, Jose Alberto			The Consensus Functional Equation in Agreement Theory	AGGREGATION FUNCTIONS IN THEORY AND IN PRACTISE	Advances in Intelligent Systems and Computing				7th International Summer School on Aggregation Operators (AGOP 2013)	JUL 16-20, 2013	Publ Univ Navarra, Pamplona, SPAIN	Univ Publ Navarra, Vicerrectorado Proyecc Universitaria, Univ Publ Navarra, Vicerrectorado Investigac, Univ Publ Navarra, Escuela Tecn Superior Ingn Ind & Telecommunicac, Univ Publ Navarra, Dept Auomtat & Computac, European Soc Fuzzy Log & Technol, Ayuntamiento Pamplona, Apezteguia Architects	Publ Univ Navarra							Molina, Jose Alberto/H-1676-2015; Candeal, Juan C./H-2593-2015; Bustince, Humberto/H-4868-2011; INDURAIN, Esteban/B-7888-2013	Molina, Jose Alberto/0000-0002-9437-4606; Candeal, Juan C./0000-0002-3841-8774; Bustince, Humberto/0000-0002-1279-6195; INDURAIN, Esteban/0000-0002-1511-5658												2194-5357	2194-5365	978-3-642-39164-4				2013	228						219	+		10.1007/978-3-642-39165-1_24							WOS:000323292300023						
C	Bernardes, MB; de Andrade, FP; Novais, P		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Costanzo, S		Bernardes, Marciele Berger; de Andrade, Francisco Pacheco; Novais, Paulo			Indicators for Smart Cities: Bibliometric and Systemic Search	RECENT ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 11-13, 2017	Madeira, PORTUGAL									Novais, Paulo/M-4053-2013	Novais, Paulo/0000-0002-3549-0754												2194-5357	2194-5365	978-3-319-56535-4; 978-3-319-56534-7				2017	569						98	105		10.1007/978-3-319-56535-4_10							WOS:000425543100010						
C	Bandyopadhyay, M; Singh, V		Das, S; Pal, T; Kar, S; Satapathy, SC; Mandal, JK		Bandyopadhyay, Mainak; Singh, Varun			Analyzing and Modeling Spatial Factors for Pre-decided Route Selection Behavior: A Case Study of Fire Emergency Vehicles of Allahabad City	PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON FRONTIERS IN INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2015	Advances in Intelligent Systems and Computing				4th International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 16-18, 2015	Durgapur, INDIA	Natl Inst Technol, IEEE Computat Intelligence Soc, Kolkata Chapter, Govt India, Dept Sci & Technol									bandyopadhyay, mainak/0000-0002-8587-9098												2194-5357	2194-5365	978-81-322-2695-6; 978-81-322-2693-2				2016	404						667	676		10.1007/978-81-322-2695-6_57							WOS:000371332400057						
C	Romdhane, F; Benzarti, F; Amiri, H		Abraham, A; Haqiq, A; Alimi, AM; Mezzour, G; Rokbani, N; Muda, AK		Romdhane, Feriel; Benzarti, Faouzi; Amiri, Hamid			3D CT Denoising by New Combination Between Nl-Mean Filter and Diffusion Tensor	PROCEEDINGS OF THE 16TH INTERNATIONAL CONFERENCE ON HYBRID INTELLIGENT SYSTEMS (HIS 2016)	Advances in Intelligent Systems and Computing				16th International Conference on Hybrid Intelligent Systems (HIS) / 8th World Congress on Nature and Biologically Inspired Computing (NaBIC)	NOV 21-23, 2016	Marrakech, MOROCCO	Machine Intelligence Res Labs, Hassan 1st Univ, Univ Sfax, Fac Sci Tech Settat, e ngn org, Assoc Grand Atlas, Groupement Format Continue, Univ Int Rabat, Lab Informatique Reseaux Mobilite & Modelisat, Res Grp Intelligent Machines Lab								Benzarti, Faouzi/AAJ-8072-2020	Romdhane, Feriel/0000-0002-5854-9341												2194-5357	2194-5365	978-3-319-52941-7; 978-3-319-52940-0				2017	552						233	243		10.1007/978-3-319-52941-7_24							WOS:000418854600024						
C	Kumbhar, H; Kulkarni, R; Limkar, S		Satapathy, SC; Udgata, SK; Biswal, BN		Kumbhar, Hemant; Kulkarni, Raj; Limkar, Suresh			Legacy to Web 2.0	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON FRONTIERS OF INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2013	Advances in Intelligent Systems and Computing				2nd International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 14-16, 2013	Bhubaneswar, INDIA	Bhubaneswar Engn Coll																					2194-5357	2194-5365	978-3-319-02931-3; 978-3-319-02930-6				2014	247						517	525		10.1007/978-3-319-02931-3_59							WOS:000339490600059						
C	Maheswaran, M; Asirvatham, D		Bhateja, V; LeNguyen, B; Nguyen, NG; Satapathy, SC; Le, DN		Maheswaran, M.; Asirvatham, David			Real-Time Business Analytical Model Using Big Data Strategies for Telecommunication Industry	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, INDIA 2017	Advances in Intelligent Systems and Computing				4th International Conference on Information Systems Design and Intelligent Applications (INDIA)	JUN 15-17, 2017	Duy Tan Univ, Da Nang, VIETNAM		Duy Tan Univ							Asirvatham, David/A-8932-2010	Asirvatham, David/0000-0002-4266-0184												2194-5357	2194-5365	978-981-10-7512-4; 978-981-10-7511-7				2018	672						1054	1060		10.1007/978-981-10-7512-4_106							WOS:000456194600106						
C	Chandra, M; Nandi, P; Kumari, A; Mishra, S		Satapathy, SC; Biswal, BN; Udgata, SK; Mandal, JK		Chandra, Mahesh; Nandi, Pratibha; Kumari, Aparajita; Mishra, Shipra			Spectral-Subtraction Based Features for Speaker Identification	PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON FRONTIERS OF INTELLIGENT COMPUTING: THEORY AND APPLICATIONS (FICTA) 2014, VOL 2	Advances in Intelligent Systems and Computing				3rd International Conference on Frontiers in Intelligent Computing - Theory and Applications (FICTA)	NOV 14-15, 2014	Bhubaneswar, INDIA	Bhubaneswar Engn Coll, Anil Neerukonda Inst Technol & Sci, CSI Student Branch									Chandra, Mahesh/0000-0001-9892-5527												2194-5357	2194-5365	978-3-319-12012-6; 978-3-319-12011-9				2015	328						529	536		10.1007/978-3-319-12012-6_58							WOS:000365181700058						
C	Mach-Krol, M		MachKrol, M; PelechPilichowski, T		Mach-Krol, Maria			Prospects of Using Temporal Logics for Knowledge Management	ADVANCES IN BUSINESS ICT	Advances in Intelligent Systems and Computing				3rd International Workshop on Advances in Business ICT (ABICT)	SEP 09-12, 2012	Wroclaw, POLAND										Mach-Krol, Maria/0000-0002-7234-7340												2194-5357		978-3-319-03677-9; 978-3-319-03676-2				2014	257						41	52		10.1007/978-3-319-03677-9_3							WOS:000390953700003						
C	Wang, HL; Qiao, F; Zhou, B		Patnaik, S; Li, X		Wang, Hailing; Qiao, Fu; Zhou, Bo			Multi-Feature Metric-Guided Mesh Simplification	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON SOFT COMPUTING TECHNIQUES AND ENGINEERING APPLICATION, ICSCTEA 2013	Advances in Intelligent Systems and Computing				International Conference on Soft Computing Techniques and Engineering Application (ICSCTEA)	SEP 25-27, 2013	Kunming, PEOPLES R CHINA																						2194-5357	2194-5365	978-81-322-1695-7; 978-81-322-1694-0				2014	250						535	542		10.1007/978-81-322-1695-7_63							WOS:000342742500063						
C	Barman, A; Dutta, P		Bhattacharyya, S; Chaki, N; Konar, D; Chakraborty, UK; Singh, CT		Barman, Asit; Dutta, Paramartha			Facial Expression Recognition Using Distance Signature Feature	ADVANCED COMPUTATIONAL AND COMMUNICATION PARADIGMS, VOL 2	Advances in Intelligent Systems and Computing				1st International Conference on Advanced Computational and Communication Paradigms (ICACCP)	SEP 08-10, 2017	Sikkim Manipal Inst Technol, Dept Comp Sci & Engn, Majitar, INDIA		Sikkim Manipal Inst Technol, Dept Comp Sci & Engn							Dutta, Paramartha/AAD-1635-2021	Dutta, Paramartha/0000-0003-3946-2440												2194-5357	2194-5365	978-981-10-8237-5; 978-981-10-8236-8				2018	706						155	163		10.1007/978-981-10-8237-5_15							WOS:000553799500015						
C	Jaiswal, S; Gupta, D		Modi, N; Verma, P; Trivedi, B		Jaiswal, Shruti; Gupta, Daya			Security Requirements for Internet of Things (IoT)	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON COMMUNICATION AND NETWORKS	Advances in Intelligent Systems and Computing				International Conference on Communication on Networks (COMNET)	FEB 19-20, 2016	Ahmedabad Management Assoc, Ahmedabad, INDIA	Comp Soc India, Ahmedabad Chapter, Div IV, Assoc Comp Machinery, Ahmedabad Chapter	Ahmedabad Management Assoc							jaiswal, shruti/AAG-1667-2020	jaiswal, shruti/0000-0001-5862-5028												2194-5357	2194-5365	978-981-10-2750-5; 978-981-10-2749-9				2017	508						419	427		10.1007/978-981-10-2750-5_44							WOS:000426415300044						
C	Kavitha, S; Jobi, V; Rajeswari, S		Dash, SS; Vijayakumar, K; Panigrahi, BK; Das, S		Kavitha, S.; Jobi, Vijay; Rajeswari, Sridhar			Tourism Recommendation Using Social Media Profiles	ARTIFICIAL INTELLIGENCE AND EVOLUTIONARY COMPUTATIONS IN ENGINEERING SYSTEMS, ICAIECES 2016	Advances in Intelligent Systems and Computing				International Conference on Artificial Intelligence and Evolutionary Computations in Engineering Systems (ICAIECES)	MAY 19-21, 2016	SRM Univ, Chennai, INDIA		SRM Univ																				2194-5357	2194-5365	978-981-10-3174-8; 978-981-10-3173-1				2017	517						243	253		10.1007/978-981-10-3174-8_22							WOS:000432221400022						
C	Gawel, P; Dembczynski, K; Susmaga, R; Wesolek, P; Zielniewicz, P; Jaszkiewicz, A		Pechenizkiy, M; Wojciechowski, M		Gawel, Przemyslaw; Dembczynski, Krzysztof; Susmaga, Robert; Wesolek, Przemyslaw; Zielniewicz, Piotr; Jaszkiewicz, Andrzej			Adapting Travel Time Estimates to Current Traffic Conditions	NEW TRENDS IN DATABASES AND INFORMATION SYSTEMS	Advances in Intelligent Systems and Computing				16th East-European Conference on Advances in Databases and Information Systems (ADBIS 2012)	SEP 17-21, 2012	Poznan, POLAND	Allegro Grp, POZnan, IBM, Microsoft, Roche, Targit, Samsung, Edge Solut, Itelligence								Zielniewicz, Piotr/M-1849-2014; Jaszkiewicz, Andrzej/L-8347-2014; Gawel, Przemyslaw/L-8528-2014; Susmaga, Robert/L-8660-2014; Dembczynski, Krzysztof/L-9197-2014; Wesolek, Przemyslaw/F-7561-2014	Zielniewicz, Piotr/0000-0001-6996-3671; Jaszkiewicz, Andrzej/0000-0002-8337-888X; Dembczynski, Krzysztof/0000-0001-7477-6758; 												2194-5357	2194-5365	978-3-642-32517-5				2013	185						79	+									WOS:000312972300008						
C	Bertetto, AM; Garau, M; Ricciu, R; Lorrai, L; Concu, A		Rodic, A; Borangiu, T		Bertetto, Andrea Manuello; Garau, Mario; Ricciu, Roberto; Lorrai, Luigi; Concu, Alberto			Human Energy Consumption During Harvesting of Saffron Flowers	ADVANCES IN ROBOT DESIGN AND INTELLIGENT CONTROL	Advances in Intelligent Systems and Computing				25th International Conference on Robotics in Alpe-Adria-Danube Region (RAAD)	JUN 30-JUL 02, 2016	Belgrade, SERBIA																						2194-5357		978-3-319-49058-8; 978-3-319-49057-1				2017	540						259	268		10.1007/978-3-319-49058-8_29							WOS:000413022000029						
C	Singh, CJ; Jain, M; Kaur, S; Meena, RK		Deep, K; Bansal, JC; Das, KN; Lal, AK; Garg, H; Nagar, AK; Pant, M		Singh, Charan Jeet; Jain, Madhu; Kaur, Sandeep; Meena, Rakesh Kumar			Retrial Bulk Queue with State Dependent Arrival and Negative Customers	PROCEEDINGS OF SIXTH INTERNATIONAL CONFERENCE ON SOFT COMPUTING FOR PROBLEM SOLVING, SOCPROS 2016, VOL 2	Advances in Intelligent Systems and Computing				6th International Conference on Soft Computing for Problem Solving (SocProS)	DEC 23-24, 2016	Thapar Univ, Sch Math, Patiala, INDIA	Liverpool Hope Univ, Soft Comp Res Soc	Thapar Univ, Sch Math							Jain, Madhu/AAF-1629-2019													2194-5357	2194-5365	978-981-10-3325-4; 978-981-10-3324-7				2017	547						290	301		10.1007/978-981-10-3325-4_29							WOS:000426127900029						
C	Sanyal, MK; Bhadra, SK; Das, S		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Sanyal, Manas Kumar; Bhadra, Sajal Kanti; Das, Sudhangsu			A Conceptual Framework for Big Data Implementation to Handle Large Volume of Complex Data	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 1, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus																				2194-5357		978-81-322-2755-7; 978-81-322-2753-3				2016	433						455	465		10.1007/978-81-322-2755-7_47							WOS:000373007500047						
C	Lingaraj, K; Sreekanth, N; Kaja, M; Lokesh, KMS; Prashanth, K; Nagaveni, VB		Modi, N; Verma, P; Trivedi, B		Lingaraj, K.; Sreekanth, N.; Kaja, Moddiudin; Lokesh, K. M. S.; Prashanth, Keni; Nagaveni, V. Biradhar			Information Security Emergency Plan Management System	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON COMMUNICATION AND NETWORKS	Advances in Intelligent Systems and Computing				International Conference on Communication on Networks (COMNET)	FEB 19-20, 2016	Ahmedabad Management Assoc, Ahmedabad, INDIA	Comp Soc India, Ahmedabad Chapter, Div IV, Assoc Comp Machinery, Ahmedabad Chapter	Ahmedabad Management Assoc								k, lingaraj/0000-0001-8714-2084												2194-5357	2194-5365	978-981-10-2750-5; 978-981-10-2749-9				2017	508						129	137		10.1007/978-981-10-2750-5_14							WOS:000426415300014						
C	Damiano, R; Lombardo, V; Pizzo, A		Barolli, L; Terzo, O		Damiano, Rossana; Lombardo, Vincenzo; Pizzo, Antonio			DoppioGioco. Playing with the Audience in an Interactive Storytelling Platform	COMPLEX, INTELLIGENT, AND SOFTWARE INTENSIVE SYSTEMS, CISIS-2017	Advances in Intelligent Systems and Computing				11th International Conference on Complex, Intelligent, and Software Intensive Systems (CISIS)	JUL 10-12, 2017	Ist Superiore Mario Boella, Torino, ITALY		Ist Superiore Mario Boella								Pizzo, Antonio/0000-0002-2096-5649												2194-5357	2194-5365	978-3-319-61566-0; 978-3-319-61565-3				2018	611						287	298		10.1007/978-3-319-61566-0_27							WOS:000432998800027						
C	Kardynska, M; Smieja, J		Pietka, E; Badura, P; Kawa, J; Wieclawek, W		Kardynska, Malgorzata; Smieja, Jaroslaw			Sensitivity Analysis of Signaling Pathways in the Frequency Domain	INFORMATION TECHNOLOGIES IN MEDICINE (ITIB 2016), VOL 2	Advances in Intelligent Systems and Computing				5th International Conference on Information Technologies in Biomedicine (ITIB)	JUN 20-22, 2016	Kamien Slaski, POLAND									Kardynska, Malgorzata/AAF-7514-2019	Kardynska, Malgorzata/0000-0003-4858-5266												2194-5357		978-3-319-39904-1; 978-3-319-39903-4				2016	472						275	285		10.1007/978-3-319-39904-1_25							WOS:000382647800025						
C	Ghosh, A; Chaki, R; Chaki, N		Chaki, R; Saeed, K; Cortesi, A; Chaki, N		Ghosh, Ammlan; Chaki, Rituparna; Chaki, Nabendu			Abort-Free STM: A Non-blocking Concurrency Control Approach Using Software Transactional Memory	ADVANCED COMPUTING AND SYSTEMS FOR SECURITY, VOL 3	Advances in Intelligent Systems and Computing				3rd International Doctoral Symposium on Applied Computation and Security Systems (ACSS)	AUG 12-14, 2016	Kolkata, INDIA	Univ Calcutta, NIT, Tata Consultancy Serv, Springer Nature, ACM India, Ms Neitec, Ms Fujitsu Inc, Univ Calcutta, Dept Comp Sci & Engn, Univ Calcutta, A K Choudhury Sch Informat Technol								CHAKI, NABENDU/A-5869-2015	CHAKI, NABENDU/0000-0003-3242-680X												2194-5357	2194-5365	978-981-10-3409-1; 978-981-10-3408-4				2017	567						53	71		10.1007/978-981-10-3409-1_4							WOS:000425352500004						
C	Aiordachioaie, D		Balas, VE; Jain, LC; Balas, MM		Aiordachioaie, Dorel			On Time-Frequency Image Processing for Change Detection Purposes	SOFT COMPUTING APPLICATIONS, SOFA 2016, VOL 1	Advances in Intelligent Systems and Computing				7th International Workshop on Soft Computing Applications (SOFA)	AUG 24-26, 2016	Arad, ROMANIA	Aurel Vlaicu Univ Arad, Univ Belgrade, Romanian Acad, Iasi Branch, Inst Comp Sci, IEEE Romanian Sect, Romanian Soc Control Engn & Tech Informat, Arad Sect, Gen Assoc Engineers Romania, Arad Sect, BTM Resources Arad								Aiordachioaie, Dorel/C-2301-2011	Aiordachioaie, Dorel/0000-0001-9752-9629												2194-5357	2194-5365	978-3-319-62521-8				2018	633						430	445		10.1007/978-3-319-62521-8_37							WOS:000433138300037						
S	Mocanu, M; Muste, M; Lungu, V; Drobot, R		Dumitrache, I		Mocanu, Mariana; Muste, Marian; Lungu, Vasile; Drobot, Radu			Composite Application for Water Resource Management	ADVANCES IN INTELLIGENT CONTROL SYSTEMS AND COMPUTER SCIENCE	Advances in Intelligent Systems and Computing															Mocanu, Mariana/E-4073-2016; Muste, Marian/A-9768-2009; Drobot, Radu/AAN-2448-2020	Mocanu, Mariana/0000-0002-8305-2652; 												2194-5357		978-3-642-32547-2				2013	187						295	306			10.1007/978-3-642-32548-9						WOS:000312752500021						
S	Materka, A; Poryzala, P		Hippe, ZS; Kulikowski, JL; Mroczek, T; Wtorek, J		Materka, A.; Poryzala, P.			A Robust Asynchronous SSVEP Brain-Computer Interface Based on Cluster Analysis of Canonical Correlation Coefficients	HUMAN-COMPUTER SYSTEMS INTERACTION: BACKGROUNDS AND APPLICATIONS 3	Advances in Intelligent Systems and Computing															Poryzala, Pawel/T-1247-2017; Materka, Andrzej/P-1550-2019	Poryzala, Pawel/0000-0002-7426-0206; Materka, Andrzej/0000-0003-0864-1518												2194-5357	2194-5365	978-3-319-08491-6; 978-3-319-08490-9				2014	300						3	14		10.1007/978-3-319-08491-6_1	10.1007/978-3-319-08491-6						WOS:000360129800001						
C	Morandi, A; Verga, M; Oleari, E; Gasperotti, L; Fiorini, P		Lee, S; Cho, HS; Yoon, KJ; Lee, JM		Morandi, Angelica; Verga, Monica; Oleari, Elettra; Gasperotti, Lorenza; Fiorini, Paolo			A Methodological Framework for the Definition of Patient Safety Measures in Robotic Surgery: The Experience of SAFROS Project	INTELLIGENT AUTONOMOUS SYSTEMS 12 , VOL 2	Advances in Intelligent Systems and Computing				12th International Conference of Intelligent Autonomous Systems	JUN 26-29, 2012	Jeju, SOUTH KOREA										Oleari, Elettra/0000-0001-7366-7445												2194-5357		978-3-642-33931-8; 978-3-642-33932-5				2013	194						155	+									WOS:000313768300015						
C	Sundaram, SM; Lakshmi, M		Jain, LC; Patnaik, S; Ichalkaranje, N		Sundaram, S. Meenakshi; Lakshmi, M.			Prediction of Monthly Rainfall in Tamilnadu Using MSARIMA Models	INTELLIGENT COMPUTING, COMMUNICATION AND DEVICES	Advances in Intelligent Systems and Computing				1st International Conference on Intelligent Computing, Communication and Devices (ICCD)	APR 18-19, 2014	SOA Univ, Bhubaneswar, INDIA		SOA Univ								M, Lakshmi/0000-0001-8646-4962												2194-5357		978-81-322-2008-4				2015	309						353	359		10.1007/978-81-322-2009-1_40							WOS:000380479900040						
C	Zhang, RF; Li, CP		Abraham, A; Jiang, XH; Snasel, V; Pan, JS		Zhang, Runfeng; Li, Chunping			Motion Sequence Recognition with Multi-sensors Using Deep Convolutional Neural Network	INTELLIGENT DATA ANALYSIS AND APPLICATIONS	Advances in Intelligent Systems and Computing				2nd Euro-China Conference on Intelligent Data Analysis and Applications (ECC)	2015	Tech Univ Ostrava, Ostrava, CZECH REPUBLIC	Fujian Univ Technol	Tech Univ Ostrava																				2194-5357	2194-5365	978-3-319-21206-7; 978-3-319-21205-0				2015	370						13	23		10.1007/978-3-319-21206-7_2							WOS:000365130300002						
S	Kloda, R; Piwinski, J; Szewczyk, R		Szewczyk, R; Kastelan, I; Temerinac, M; Barak, M; Sruk, V		Kloda, Rafal; Piwinski, Jan; Szewczyk, Roman			E2LP Remote Laboratory: Introduction Course and Evaluation at Warsaw University of Technology	EMBEDDED ENGINEERING EDUCATION	Advances in Intelligent Systems and Computing																Szewczyk, Roman/0000-0002-1214-1009												2194-5357		978-3-319-27540-6; 978-3-319-27539-0				2016	421						133	138		10.1007/978-3-319-27540-6_9	10.1007/978-3-319-27540-6						WOS:000373326300011						
