PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Wu, L; Li, J; Lei, T		Rebelo, F; Soares, M		Wu, Lei; Li, Juan; Lei, Tian			Design Entropy: A New Approach for Evaluating User Experience in User Interface Design	ADVANCES IN ERGONOMICS IN DESIGN	Advances in Intelligent Systems and Computing				International Conference on Ergonomics in Design	JUL 27-31, 2016	FL									lei, wu/N-8380-2013	lei, wu/0000-0002-3821-9839												2194-5357		978-3-319-41983-1; 978-3-319-41982-4				2016	485						583	593		10.1007/978-3-319-41983-1_53							WOS:000389646200053						
C	Vivek, P; Nikhil, P; Asha, R; Vijander, S		Singh, R; Choudhury, S; Gehlot, A		Vivek, Pandey; Nikhil, Pachauri; Asha, Rani; Vijander, Singh			Optimal ISA-PID-Based Drug Concentration Control in Cancer Chemotherapy	INTELLIGENT COMMUNICATION, CONTROL AND DEVICES, ICICCD 2017	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Communication, Control and Devices (ICICCD)	APR 15-16, 2017	Dehradun, INDIA	Univ Petr & Energy Studies Engn, Dept Elect, Instrumentat & Control Engn								pachauri, Nikhil/AAT-8037-2021													2194-5357	2194-5365	978-981-10-5903-2; 978-981-10-5902-5				2018	624						165	171		10.1007/978-981-10-5903-2_19							WOS:000553697500019						
S	Lopez-Golan, M		Freire, FC; Araujo, XR; Fernandez, VAM; Garcia, XL		Lopez-Golan, Monica			Crowdfunding: An Alternative for Collaborative Creation and Production in the Spanish Cultural Sector	MEDIA AND METAMEDIA MANAGEMENT	Advances in Intelligent Systems and Computing																lopez golan, monica/0000-0003-4006-5768												2194-5357		978-3-319-46068-0; 978-3-319-46066-6				2017	503						493	499		10.1007/978-3-319-46068-0_64	10.1007/978-3-319-46068-0						WOS:000400026600065						
C	Kaur, S; Singh, J		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Kaur, Sukhveer; Singh, Japinder			Implementation of Server Load Balancing in Software Defined Networking	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 2, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus																				2194-5357	2194-5365	978-81-322-2752-6; 978-81-322-2750-2				2016	434						147	157		10.1007/978-81-322-2752-6_14							WOS:000373009100014						
C	Joshi, LM; Bharti, R		Singh, R; Choudhury, S; Gehlot, A		Joshi, Lalit Mohan; Bharti, Rajendra			Cybersecurity Issue and Online Information Source	INTELLIGENT COMMUNICATION, CONTROL AND DEVICES, ICICCD 2017	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Communication, Control and Devices (ICICCD)	APR 15-16, 2017	Dehradun, INDIA	Univ Petr & Energy Studies Engn, Dept Elect, Instrumentat & Control Engn																					2194-5357	2194-5365	978-981-10-5903-2; 978-981-10-5902-5				2018	624						1707	1718		10.1007/978-981-10-5903-2_176							WOS:000553697500176						
C	Chung, Y; Song, TJ; Kim, J		Stanton, NA		Chung, Younshik; Song, Tai-Jin; Kim, Juyoung			Injury Severity Analysis in Vehicle-Pedestrian Crashes	ADVANCES IN HUMAN ASPECTS OF TRANSPORTATION	Advances in Intelligent Systems and Computing				AHFE International Conference on Human Factors in Transportation	JUL 17-21, 2017	Los Angeles, CA									Chung, Younshik/AAJ-8011-2020	Chung, Younshik/0000-0002-6855-9340												2194-5357	2194-5365	978-3-319-60441-1; 978-3-319-60440-4				2018	597						884	892		10.1007/978-3-319-60441-1_85							WOS:000448241200085						
C	Kaur, M; Mahajan, A		Deep, K; Bansal, JC; Das, KN; Lal, AK; Garg, H; Nagar, AK; Pant, M		Kaur, Maninder; Mahajan, Abhay			Community Detection in Complex Networks: A Novel Approach Based on Ant Lion Optimizer	PROCEEDINGS OF SIXTH INTERNATIONAL CONFERENCE ON SOFT COMPUTING FOR PROBLEM SOLVING (SOCPROS 2016), VOL 1	Advances in Intelligent Systems and Computing				6th International Conference on Soft Computing for Problem Solving (SocProS)	DEC 23-24, 2016	Thapar Univ, Sch Math, Patiala, INDIA	Liverpool Hope Univ, Soft Comp Res Soc	Thapar Univ, Sch Math																				2194-5357	2194-5365	978-981-10-3322-3; 978-981-10-3321-6				2017	546						22	34		10.1007/978-981-10-3322-3_3							WOS:000416102600003						
C	Pikulski, W; Sacha, K		Zamojski, W; Mazurkiewicz, J; Sugier, J; Walkowiak, T; Kacprzyk, J		Pikulski, Wojciech; Sacha, Krzysztof			Freshness Constraints in the RT Framework	NEW RESULTS IN DEPENDABILITY AND COMPUTER SYSTEMS	Advances in Intelligent Systems and Computing				8th International Conference on Dependability and Complex Systems (DepCoS-RELCOMEX)	SEP 09-13, 2013	Brunow, POLAND	Wroclaw Univ Technol, Inst Comp Engn Control & Robot									, Krzysztof/0000-0003-3779-5559												2194-5357	2194-5365	978-3-319-00945-2				2013	224						325	334		10.1007/978-3-319-00945-2_29							WOS:000363745900029						
C	Boori, MS; Vozenilek, V; Burian, J		Kromer, P; Abraham, A; Snasel, V		Boori, Mukesh Singh; Vozenilek, Vit; Burian, Jaroslav			Land Cover Disturbance due to Tourism in Czech Republic	PROCEEDINGS OF THE FIFTH INTERNATIONAL CONFERENCE ON INNOVATIONS IN BIO-INSPIRED COMPUTING AND APPLICATIONS (IBICA 2014)	Advances in Intelligent Systems and Computing				5th International Conference on Innovations in Bio-Inspired Computing and Applications (IBICA)	2014	Ostrava, CZECH REPUBLIC	Tech Univ Ostrava, ESF								Boori, Mukesh Singh/F-3790-2014; Vozenilek, Vit/F-7457-2013; Burian, Jaroslav/K-8583-2012	Boori, Mukesh Singh/0000-0002-1337-7929; Vozenilek, Vit/0000-0002-4280-1792; Burian, Jaroslav/0000-0003-0729-9757												2194-5357	2194-5365	978-3-319-08156-4; 978-3-319-08155-7				2014	303						63	72		10.1007/978-3-319-08156-4_7							WOS:000342841800007						
C	Schmidt, H; Henka, A; Zimmermann, G		Kantola, JI; Barath, T; Nazir, S; Andre, T		Schmidt, Holger; Henka, Alexander; Zimmermann, Gottfried			Gaze-Based Real-Time Adaptivity and Adaptability in an eLearning Environment: A Pre-release Insight	ADVANCES IN HUMAN FACTORS, BUSINESS MANAGEMENT, TRAINING AND EDUCATION	Advances in Intelligent Systems and Computing				International Conference on Human Factors, Business Management and Society	JUL 27-31, 2016	FL									Zimmermann, Gottfried/AAX-9111-2021													2194-5357	2194-5365	978-3-319-42070-7; 978-3-319-42069-1				2017	498						879	890		10.1007/978-3-319-42070-7_81							WOS:000390893100081						
C	Wu, HL; Zhao, YP; Mai, HH; Wang, ZX		Cao, BY; Ma, SQ; Cao, HH		Wu, Hongli; Zhao, Ya-peng; Mai, Huan-huan; Wang, Zheng-xia			A Delay Fractioning Approach to Global Synchronization of Delayed Complex Networks with Neutral-Type Coupling	ECOSYSTEM ASSESSMENT AND FUZZY SYSTEMS MANAGEMENT	Advances in Intelligent Systems and Computing				3rd International Conference on Ecosystem Assessment Management / Workshop on the Construction of an Early Warning Platform for Eco-Tourism in Hainan	MAY 05-12, 2013	Haikou, PEOPLES R CHINA	Hainan Normal Univ, Univ Ottawa, Dept Land Environm & Resources Hainan Prov, ORSC, Fuzzy Informat & Engn Branch, Operat Res Soc Guangdong Prov																					2194-5357	2194-5365	978-3-319-03449-2; 978-3-319-03448-5				2014	254						221	242		10.1007/978-3-319-03449-2_22							WOS:000363268200022						
C	Sandhya, N; Nagarajan, S		Dash, SS; Das, S; Panigrahi, BK		Sandhya, N.; Nagarajan, S.			Analysis of Fronto-Temporal Dementia Using Texture Features and Artificial Neural Networks	INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND APPLICATIONS, ICICA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Intelligent Computing and Applications (ICICA)	DEC 21-22, 2016	D Y Patil Coll Engn, Akurdi, INDIA	IRD	D Y Patil Coll Engn																				2194-5357	2194-5365	978-981-10-5520-1; 978-981-10-5519-5				2018	632						631	641		10.1007/978-981-10-5520-1_56							WOS:000436504300056						
C	Martini, RG; Araujo, C; Librelotto, GR; Henriques, PR		Rocha, A; Correia, AM; Adeli, H; Reis, LP; Teixeira, MM		Martini, Ricardo G.; Araujo, Cristiana; Librelotto, Giovani R.; Henriques, Pedro R.			A Reduced CRM-Compatible Form Ontology for the virtual Emigration Museum	NEW ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	MAR 22-24, 2016	Recife, BRAZIL									Henriques, Pedro Rangel/M-5587-2013	Henriques, Pedro Rangel/0000-0002-3208-0207; Araujo, Cristiana Esteves/0000-0002-9656-3304; Librelotto, Giovani Rubert/0000-0002-2916-8574												2194-5357	2194-5365	978-3-319-31232-3; 978-3-319-31231-6				2016	444						401	410		10.1007/978-3-319-31232-3_38							WOS:000417258700038						
C	Chaudhary, P; Shaw, K; Mallick, PK		Dash, SS; Das, S; Panigrahi, BK		Chaudhary, Priyanka; Shaw, Kailash; Mallick, Pradeep Kumar			A Survey on Image Enhancement Techniques Using Aesthetic Community	INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND APPLICATIONS, ICICA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Intelligent Computing and Applications (ICICA)	DEC 21-22, 2016	D Y Patil Coll Engn, Akurdi, INDIA	IRD	D Y Patil Coll Engn							Mallick, Pradeep/AAU-7923-2021; Shaw, Kailash/AAG-4625-2021; Mallick, Pradeep Kumar/N-9793-2015	Shaw, Kailash/0000-0001-5677-7423; Mallick, Pradeep Kumar/0000-0002-1207-0757												2194-5357	2194-5365	978-981-10-5520-1; 978-981-10-5519-5				2018	632						585	596		10.1007/978-981-10-5520-1_53							WOS:000436504300053						
C	Alvarez, R; Zamora, A		Grana, M; LopezGuede, JM; Etxaniz, O; Herrero, A; Quintian, H; Corchado, E		Alvarez, Rafael; Zamora, Antonio			Using Spritz as a Password-Based Key Derivation Function	INTERNATIONAL JOINT CONFERENCE SOCO'16- CISIS'16-ICEUTE'16	Advances in Intelligent Systems and Computing				Int Joint Conf on Int Conference on Soft Comp Models in Ind and Environm Applicat / Int Conf on Computat Intelligence in Secur Informat Syst / Int Conf on European Transnat Educ	OCT 19-21, 2016	San Sebastian, SPAIN	COESI, IEEE Syst, Man & Cybernet Spanish Chapter, AEPIA, Int Federat Computat Log, Python San Sebastian Soc, Univ Basque Country								Alvarez, Rafael/L-4057-2014; Zamora, Antonio/K-9778-2014	Alvarez, Rafael/0000-0002-8254-6255; Zamora, Antonio/0000-0003-0401-6440												2194-5357	2194-5365	978-3-319-47364-2; 978-3-319-47363-5				2017	527						518	525		10.1007/978-3-319-47364-2_50							WOS:000405330000050						
C	Healy, J		Mohamad, MS; Rocha, MP; FdezRiverola, F; Mayo, FJD; DePaz, JF		Healy, John			FLAK: Ultra-Fast Fuzzy Whole Genome Alignment	10TH INTERNATIONAL CONFERENCE ON PRACTICAL APPLICATIONS OF COMPUTATIONAL BIOLOGY & BIOINFORMATICS	Advances in Intelligent Systems and Computing				10th International Conference on Practical Applications of Computational Biology and Bioinformatics (PACBB)	JUN 01-03, 2016	Univ Sevilla, Sevilla, SPAIN		Univ Sevilla																				2194-5357	2194-5365	978-3-319-40126-3; 978-3-319-40125-6				2016	477						123	131		10.1007/978-3-319-40126-3_13							WOS:000389591300013						
C	Arora, P; Srivastava, S; Jain, R; Tomar, P		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Arora, Parul; Srivastava, Smriti; Jain, Rachit; Tomar, Prerna			Parametric Curve Based Human Gait Recognition	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 3, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus																				2194-5357	2194-5365	978-81-322-2757-1; 978-81-322-2756-4				2016	435						367	375		10.1007/978-81-322-2757-1_37							WOS:000373011500037						
C	Hasan, MR; Ibn Ibrahimy, M; Motakabber, SMA; Shahid, S		Selvaraj, H; Zydek, D; Chmaj, G		Hasan, Mohammad Rubaiyat; Ibn Ibrahimy, Muhammad; Motakabber, S. M. A.; Shahid, Shahjahan			Classification of Multichannel EEG Signal by Linear Discriminant Analysis	PROGRESS IN SYSTEMS ENGINEERING	Advances in Intelligent Systems and Computing				23rd International Conference on Systems Engineering	AUG 19-21, 2014	Las Vegas, NV	Univ Nevada Las Vegas, ALDEC, NVEnergy								Ibrahimy, Muhammad I/F-7672-2014	Ibrahimy, Muhammad I/0000-0003-1007-0494												2194-5357		978-3-319-08421-3				2015	366						279	282		10.1007/978-3-319-08422-0_42							WOS:000360214900042						
C	Rostek, K		Kowalczuk, Z		Rostek, Kornel			Optimal Sensor Placement Under Budgetary Constraints	ADVANCED AND INTELLIGENT COMPUTATIONS IN DIAGNOSIS AND CONTROL	Advances in Intelligent Systems and Computing				12th International Conference on Diagnostics of Processes and Systems (DPS)	SEP 06-09, 2015	Ustka, POLAND	Gdansk Univ Technol, Fac Elect Telecommunicat & Informat, Dept Robot & Decis Syst, Polish Consultants Soc Gdansk Branch, Gdansk Univ Technol, Gdansk Univ Technol, Fac Elect Telecommunicat & Informat, Polish Acad Sci, Automat Control & Robot Comm, Polish Soc Measurement Automat Control & Robot																					2194-5357	2194-5365	978-3-319-23180-8; 978-3-319-23179-2				2016	386						77	88		10.1007/978-3-319-23180-8_6							WOS:000452850300006						
C	Agustiansyah, R; Saedudin, R; Al Huda, M		Herawan, T; Ghazali, R; Nawi, NM; Deris, MM		Agustiansyah, Riza; Saedudin, Rohmat; Al Huda, Mahfudz			Preliminary Study for the Implementation of Electrical Capacitance Volume Tomography (ECVT) to Display Fruit Content	RECENT ADVANCES ON SOFT COMPUTING AND DATA MINING	Advances in Intelligent Systems and Computing				2nd International Conference on Soft Computing and Data Mining (SCDM)	AUG 18-20, 2016	Bandung, INDONESIA									Saedudin, Rd. Rohmat/AAN-3666-2020	saedudin, rohmat/0000-0001-6914-9514												2194-5357	2194-5365	978-3-319-51281-5; 978-3-319-51279-2				2017	549						285	293		10.1007/978-3-319-51281-5_29							WOS:000416517100029						
C	D'Orazio, P		Omatu, S; Bersini, H; Corchado, JM; Rodriguez, S; Pawlewski, P; Bucciarelli, E		D'Orazio, Paola			Households Debt Behavior and Financial Instability: Towards an Agent-Based Model with Experimentally Estimated Behavioral Rules	DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE, 11TH INTERNATIONAL CONFERENCE	Advances in Intelligent Systems and Computing				11th International Symposium on Distributed Computing and Artificial Intelligence (DCAI)	JUN 04-06, 2014	Salamanca, SPAIN	Univ Salamanca, Bioinformat, Intelligent Syst & Educ Technol Res Grp, Ingn Software Avanzado S A, IBM, ICyL, IEEE Syst Man & Cybernet Soc Spain, Asociac Espanola Inteligencia Artificial, Assoc Portuguesa Para Inteligencia Artificial, Ctr Natl Rech Sci, Minist Economia & Competitividad								D'Orazio, Paola/AAL-2642-2020	D'Orazio, Paola/0000-0002-3660-2877												2194-5357	2194-5365	978-3-319-07593-8; 978-3-319-07592-1				2014	290						91	98		10.1007/978-3-319-07593-8_12							WOS:000342905800012						
C	Sa, SO; Alves, MP; Costa, AP		Rocha, A; Correia, AM; Costanzo, S; Reis, LP		Sa, Susana Oliveira; Alves, Maria Palmira; Costa, Antonio Pedro			Perceptions of Teaching in Students and in Teachers' Point of View: Implications on Students' Learning Skills in Higher Education	NEW CONTRIBUTIONS IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 2	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 01-03, 2015	Univ Azores, Ponta Delgada, PORTUGAL		Univ Azores																				2194-5357	2194-5365	978-3-319-16528-8; 978-3-319-16527-1				2015	354						255	263		10.1007/978-3-319-16528-8_24							WOS:000482882400024						
C	Zhilyakova, L		Samsonovich, AV; Klimov, VV		Zhilyakova, Liudmila			Model of Heterogeneous Interactions Between Complex Agents. From a Neural to a Social Network	BIOLOGICALLY INSPIRED COGNITIVE ARCHITECTURES (BICA) FOR YOUNG SCIENTISTS	Advances in Intelligent Systems and Computing				1st International Early Research Career Enhancement School on Biologically Inspired Cognitive Architectures and Cybersecurity (FIERCES)	AUG 01-06, 2017	Moscow, RUSSIA	BICA Soc, Russian Assoc Artificial Intelligence								Zhilyakova, Liudmila Yu./Q-6865-2016	Zhilyakova, Liudmila Yu./0000-0002-8987-3777												2194-5357	2194-5365	978-3-319-63940-6; 978-3-319-63939-0				2018	636						213	218		10.1007/978-3-319-63940-6_30							WOS:000454681600030						
C	Duduku, VV; Chekima, A; Dargham, JA		Abraham, A; Cherukuri, AK; Madureira, AM; Muda, AK		Duduku, V. Viswacheda; Chekima, Ali; Dargham, Jamal Ahmad			Detection and Mitigation of DoS Attacks in VANET Using Secured Minimum Delay Routing Protocol	PROCEEDINGS OF THE EIGHTH INTERNATIONAL CONFERENCE ON SOFT COMPUTING AND PATTERN RECOGNITION (SOCPAR 2016)	Advances in Intelligent Systems and Computing				8th International Conference on Soft Computing and Pattern Recognition (SoCPaR) / 8th International Conference on Computational Aspects of Social Networks (CASoN)	DEC 19-21, 2016	Vellore Inst Technol Univ, Vellore, INDIA	Machine Intelligence Research Labs	Vellore Inst Technol Univ																				2194-5357	2194-5365	978-3-319-60618-7; 978-3-319-60617-0				2018	614						472	479		10.1007/978-3-319-60618-7_46							WOS:000454700100046						
C	Dipali; Yogita; Pal, V		Dash, SS; Das, S; Panigrahi, BK		Dipali; Yogita; Pal, Vipin			Studying the Role of Patient and Drug Attributes on Adverse Drug Effect Manifestation Using Clustering	INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND APPLICATIONS, ICICA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Intelligent Computing and Applications (ICICA)	DEC 21-22, 2016	D Y Patil Coll Engn, Akurdi, INDIA	IRD	D Y Patil Coll Engn																				2194-5357	2194-5365	978-981-10-5520-1; 978-981-10-5519-5				2018	632						489	500		10.1007/978-981-10-5520-1_45							WOS:000436504300045						
C	Lochan, K; Dey, R; Roy, BK; Subudhi, B		Balas, VE; Jain, LC; Balas, MM		Lochan, Kshetrimayum; Dey, Rajeeb; Roy, Binoy Krishna; Subudhi, Bidyadhar			Tracking Control with Vibration Suppression of a Two-link Flexible Manipulator using Singular Perturbation with Composite Control Design	SOFT COMPUTING APPLICATIONS, SOFA 2016, VOL 2	Advances in Intelligent Systems and Computing				7th International Workshop on Soft Computing Applications (SOFA)	AUG 24-26, 2016	Arad, ROMANIA	Aurel Vlaicu Univ Arad, Univ Belgrade, Romanian Acad, Iasi Branch, Inst Comp Sci, IEEE Romanian Sect, Romanian Soc Control Engn & Tech Informat, Arad Sect, Gen Assoc Engineers Romania, Arad Sect, BTM Resources Arad								Lochan, Kshetrimayum/AAG-4154-2019; Subudhi, Bidyadhar/F-1361-2018	Lochan, Kshetrimayum/0000-0002-0145-1095; Subudhi, Bidyadhar/0000-0003-4383-6783												2194-5357	2194-5365	978-3-319-62524-9				2018	634						365	377		10.1007/978-3-319-62524-9_28							WOS:000433139800028						
