PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
C	Emets, VF; Rogowski, J; Krasiukianis, J		Shakhovska, N		Emets, V. F.; Rogowski, Jan; Krasiukianis, Jacek			Mobile Activation Learning System Using Gamification Approach	ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING, CSIT 2016	Advances in Intelligent Systems and Computing				13th International Scientific and Technical Conference Computer Sciences and Information Technologies (CSIT)	SEP 06-10, 2016	Lviv, UKRAINE	IEEE Advancing Technol Human, IEEE Ukraine Sect, IEEE, IEEE W Ukraine AP ED MTT CPMT SSC Soc Joint Chapter, LITTERIS & ARTIBVS, Lviv Polytechn Natl Univ, Inst Comp Sci & Informat Technologies, Minist Educ & Sci Ukraine								Rogowski, Jan/O-7940-2016	Rogowski, Jan/0000-0001-5467-7031; emets, vf/0000-0003-3097-5215												2194-5357		978-3-319-45991-2; 978-3-319-45990-5				2017	512						101	114		10.1007/978-3-319-45991-2_7							WOS:000392266000007						
C	Bhalaji, N; Selvaraj, C		Modi, N; Verma, P; Trivedi, B		Bhalaji, N.; Selvaraj, Chithra			Comprehensive Trust Based Scheme to Combat Malicious Nodes in MANET Based Cyber Physical Systems	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON COMMUNICATION AND NETWORKS	Advances in Intelligent Systems and Computing				International Conference on Communication on Networks (COMNET)	FEB 19-20, 2016	Ahmedabad Management Assoc, Ahmedabad, INDIA	Comp Soc India, Ahmedabad Chapter, Div IV, Assoc Comp Machinery, Ahmedabad Chapter	Ahmedabad Management Assoc							natarajan, bhalaji/G-3845-2013	natarajan, bhalaji/0000-0002-2991-3669; Chithra, Selvaraj/0000-0001-5428-1539												2194-5357	2194-5365	978-981-10-2750-5; 978-981-10-2749-9				2017	508						543	550		10.1007/978-981-10-2750-5_56							WOS:000426415300056						
C	Indurkhya, B		Skulimowski, AMJ; Kacprzyk, J		Indurkhya, Bipin			On the Role of Computers in Creativity-Support Systems	KNOWLEDGE, INFORMATION AND CREATIVITY SUPPORT SYSTEMS: RECENT TRENDS, ADVANCES AND SOLUTIONS, KICSS 2013	Advances in Intelligent Systems and Computing				8th International Conference on Knowledge, Information, and Creativity Support Systems (KICSS)	NOV 07-09, 2013	Krakow, POLAND																						2194-5357	2194-5365	978-3-319-19090-7; 978-3-319-19089-1				2016	364						213	227		10.1007/978-3-319-19090-7_17							WOS:000378742300016						
C	Wang, XG; Qiao, XM; Zhu, WY; Gao, Y; Zhu, DJ; Fu, ZC		Xhafa, F; Patnaik, S; Yu, Z		Wang, Xiguang; Qiao, Xueming; Zhu, Weiyi; Gao, Yang; Zhu, Dongjie; Fu, Zhongchuan			Correlation-Merge: A Small Files Performance Optimization for SWIFT Object Storage	RECENT DEVELOPMENTS IN INTELLIGENT SYSTEMS AND INTERACTIVE APPLICATIONS (IISA2016)	Advances in Intelligent Systems and Computing				International Conference on Intelligent and Interactive Systems and Applications (IISA)	JUN 25-26, 2016	Shanghai, PEOPLES R CHINA									Zhu, Dongjie/F-9602-2019	Zhu, Dongjie/0000-0001-7874-8498												2194-5357	2194-5365	978-3-319-49568-2; 978-3-319-49567-5				2017	541						225	231		10.1007/978-3-319-49568-2_32							WOS:000400685600032						
C	Gladkov, LA; Gladkova, NV; Leiba, SN		Silhavy, R; Senkerik, R; Oplatkova, ZK; Prokopova, Z; Silhavy, P		Gladkov, L. A.; Gladkova, N. V.; Leiba, S. N.			Electronic Computing Equipment Schemes Elements Placement Based on Hybrid Intelligence Approach	INTELLIGENT SYSTEMS IN CYBERNETICS AND AUTOMATION THEORY, VOL 2	Advances in Intelligent Systems and Computing				4th Computer Science On-line Conference (CSOC)	APR 27-30, 2015	CZECH REPUBLIC									Gladkova, Natalia/H-4953-2016; Gladkov, Leonid A/B-2230-2017	Gladkov, Leonid A/0000-0002-3806-0477; Gladkova, Nadezhda/0000-0002-6646-5463												2194-5357	2194-5365	978-3-319-18503-3; 978-3-319-18502-6				2015	348						35	44		10.1007/978-3-319-18503-3_4							WOS:000364987600004						
C	Panda, S; Mohanty, MN		Satapathy, SC; Mandal, JK; Udgata, SK; Bhateja, V		Panda, Sarthak; Mohanty, Mihir Narayan			Analysis of Norms in Adaptive Algorithm on Application of System Identification	INFORMATION SYSTEMS DESIGN AND INTELLIGENT APPLICATIONS, VOL 1, INDIA 2016	Advances in Intelligent Systems and Computing				3rd International Conference on Information System Design and Intelligent Applications (INDIA)	JAN 08-09, 2016	ANITS Campus, Visakhapatnam, INDIA	Anil Neerukonda Inst Technol & Sci, Det CSE, ANITS CSI Student Branch	ANITS Campus								Mohanty, Dr. Mihir Narayan/0000-0003-1252-949X												2194-5357	2194-5365	978-81-322-2755-7; 978-81-322-2753-3				2016	433						579	588		10.1007/978-81-322-2755-7_60							WOS:000373007500060						
C	Guevara, C; Santos, M; Lopez, V		Grana, M; LopezGuede, JM; Etxaniz, O; Herrero, A; Quintian, H; Corchado, E		Guevara, Cesar; Santos, Matilde; Lopez, Victoria			Intrusion Detection with Neural Networks Based on Knowledge Extraction by Decision Tree	INTERNATIONAL JOINT CONFERENCE SOCO'16- CISIS'16-ICEUTE'16	Advances in Intelligent Systems and Computing				Int Joint Conf on Int Conference on Soft Comp Models in Ind and Environm Applicat / Int Conf on Computat Intelligence in Secur Informat Syst / Int Conf on European Transnat Educ	OCT 19-21, 2016	San Sebastian, SPAIN	COESI, IEEE Syst, Man & Cybernet Spanish Chapter, AEPIA, Int Federat Computat Log, Python San Sebastian Soc, Univ Basque Country								Santos, Matilde/K-7671-2014	Santos, Matilde/0000-0003-1993-8368												2194-5357	2194-5365	978-3-319-47364-2; 978-3-319-47363-5				2017	527						508	517		10.1007/978-3-319-47364-2_49							WOS:000405330000049						
S	Opielinski, KJ; Pruchnicki, P; Gudra, T; Podgorski, P; Krasnicki, T; Kurcz, J; Sasiadek, M		Pietka, E; Kawa, J; Wieclawek, W		Opielinski, Krzysztof J.; Pruchnicki, Piotr; Gudra, Tadeusz; Podgorski, Przemyslaw; Krasnicki, Tomasz; Kurcz, Jacek; Sasiadek, Marek			Breast Phantom Imaging Results from an Ultrasound Computer Tomography Research System	INFORMATION TECHNOLOGIES IN BIOMEDICINE, VOL 3	Advances in Intelligent Systems and Computing																Podgorski, Przemyslaw/0000-0002-9303-8432; Opielinski, Krzysztof/0000-0001-9531-1562; Pruchnicki, Piotr/0000-0001-5166-0840												2194-5357		978-3-319-06593-9; 978-3-319-06592-2				2014	283						49	60		10.1007/978-3-319-06593-9_5	10.1007/978-3-319-06593-9						WOS:000352133800006						
C	Young, H; van Vliet, T; van de Ven, J; Jol, S; Broekman, C		Nicholson, D		Young, Heather; van Vliet, Tony; van de Ven, Josine; Jol, Steven; Broekman, Carlijn			Understanding Human Factors in Cyber Security as a Dynamic System	ADVANCES IN HUMAN FACTORS IN CYBERSECURITY	Advances in Intelligent Systems and Computing				AHFE International Conference on Human Factors in Cybersecurity	JUL 17-21, 2017	Los Angeles, CA																						2194-5357	2194-5365	978-3-319-60585-2; 978-3-319-60584-5				2018	593						244	254		10.1007/978-3-319-60585-2_23							WOS:000448247800023						
C	Kannan, S; Ali, SS		Babu, BV; Nagar, A; Deep, K; Pant, M; Bansal, JC; Ray, K; Gupta, U		Kannan, S.; Ali, Sadia Samar			A New Approach to Rework in Merge Production Systems	PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON SOFT COMPUTING FOR PROBLEM SOLVING (SOCPROS 2012)	Advances in Intelligent Systems and Computing				2nd International Conference on Soft Computing for Problem Solving (SocProS)	DEC 28-30, 2012	JK Lakshmipat Univ, Jaipur, INDIA	JK Lakshmipat Univ, Inst Engn & Technol	JK Lakshmipat Univ							Ali, Sadia Samar/B-6171-2019; Ali, Sadia Samar/AAB-7158-2021	Ali, Sadia Samar/0000-0003-4911-5725; Ali, Sadia Samar/0000-0003-4911-5725												2194-5357		978-81-322-1602-5; 978-81-322-1601-8				2014	236						527	532		10.1007/978-81-322-1602-5_56							WOS:000337801800056						
C	Unold, O; Mianowski, M		Burduk, R; Jackowski, K; Kurzynski, M; Wozniak, M; Zolnierek, A		Unold, Olgierd; Mianowski, Marcin			Real-Valued ACS Classifier System: A Preliminary Study	PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON COMPUTER RECOGNITION SYSTEMS, CORES 2015	Advances in Intelligent Systems and Computing				9th International Conference on Computer Recognition Systems (CORES)	MAY 25-27, 2015	Wroclaw, POLAND	Wroclaw Univ Technol, Dept Syst & Comp Networks								Unold, Olgierd/O-3161-2019	Unold, Olgierd/0000-0003-4722-176X												2194-5357	2194-5365	978-3-319-26227-7; 978-3-319-26225-3				2016	403						203	211		10.1007/978-3-319-26227-7_19							WOS:000408649300019						
C	Krishna, TLSR; Ragunathan, T; Battula, SK		Satapathy, SC; Raju, KS; Mandal, JK; Bhateja, V		Krishna, T. Lakshmi Siva Rama; Ragunathan, T.; Battula, Sudheer Kumar			Customized Web User Interface for Hadoop Distributed File System	PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON COMPUTER AND COMMUNICATION TECHNOLOGIES, IC3T 2015, VOL 2	Advances in Intelligent Systems and Computing				2nd International Conference on Computer and Communication Technologies	JUL 24-26, 2015	CMR Tech Campus, Hyderabad, INDIA	CSI, Div V Educ & Res	CMR Tech Campus							Battula, Sudheer Kumar/AAA-1948-2019; TALLURI, LAKSHMI SIVA RAMA KRISHNA/AAR-9013-2020; Ragunathan, T/T-2172-2019; KRISHNA, T L SIVA RAMA/O-3846-2015; Battula, Sudheer Kumar/AAH-1952-2020	Battula, Sudheer Kumar/0000-0001-6597-252X; TALLURI, LAKSHMI SIVA RAMA KRISHNA/0000-0003-0751-0911; Ragunathan, T/0000-0002-5598-0320; KRISHNA, T L SIVA RAMA/0000-0003-0751-0911; 												2194-5357	2194-5365	978-81-322-2523-2; 978-81-322-2522-5				2016	380						567	576		10.1007/978-81-322-2523-2_55							WOS:000378023800055						
C	Zhang, P; Yao, L; Zhang, Y; Wei, BG; Gao, C		Wen, Z; Li, T		Zhang, Peng; Yao, Liang; Zhang, Yin; Wei, Baogang; Gao, Cheng			A Probabilistic Method for Tag Ranking in Tagging System	KNOWLEDGE ENGINEERING AND MANAGEMENT , ISKE 2013	Advances in Intelligent Systems and Computing				8th International Conference on Intelligent Systems and Knowledge Engineering (ISKE)	NOV 20-23, 2013	Shenzhen, PEOPLES R CHINA																						2194-5357		978-3-642-54930-4; 978-3-642-54929-8				2014	278						201	210		10.1007/978-3-642-54930-4_20							WOS:000342922200020						
C	Khan, AM; Freitag, F		Omatu, S; Bersini, H; Corchado, JM; Rodriguez, S; Pawlewski, P; Bucciarelli, E		Khan, Amin M.; Freitag, Felix			Exploring the Role of Macroeconomic Mechanisms in Voluntary Resource Provisioning in Community Network Clouds	DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE, 11TH INTERNATIONAL CONFERENCE	Advances in Intelligent Systems and Computing				11th International Symposium on Distributed Computing and Artificial Intelligence (DCAI)	JUN 04-06, 2014	Salamanca, SPAIN	Univ Salamanca, Bioinformat, Intelligent Syst & Educ Technol Res Grp, Ingn Software Avanzado S A, IBM, ICyL, IEEE Syst Man & Cybernet Soc Spain, Asociac Espanola Inteligencia Artificial, Assoc Portuguesa Para Inteligencia Artificial, Ctr Natl Rech Sci, Minist Economia & Competitividad								Khan, Amin M/E-6054-2016; Freitag, Felix/E-5933-2015; Freitag, Felix/AAE-3433-2020	Khan, Amin M/0000-0002-8103-4944; Freitag, Felix/0000-0001-5438-479X; Freitag, Felix/0000-0001-5438-479X												2194-5357	2194-5365	978-3-319-07593-8; 978-3-319-07592-1				2014	290						269	278		10.1007/978-3-319-07593-8_32							WOS:000342905800032						
C	Madureira, A; Pereira, I; Falcao, D		Rocha, A; Correia, AM; Wilson, T; Stroetmann, KA		Madureira, Ana; Pereira, Ivo; Falcao, Diamantino			Cooperative Scheduling System with Emergent Swarm Based Behavior	ADVANCES IN INFORMATION SYSTEMS AND TECHNOLOGIES	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	MAR 27-30, 2013	Olhao, PORTUGAL	Iberian Assoc Informat Syst & Technologies								Pereira, Ivo/N-1713-2016; Madureira, Ana Maria/AAH-1056-2021	Pereira, Ivo/0000-0001-5440-3225; Madureira, Ana Maria/0000-0002-0264-4710												2194-5357	2194-5365	978-3-642-36981-0				2013	206						661	671		10.1007/978-3-642-36981-0_61							WOS:000354617500061						
C	de Oliveira, D; Goncalves, MB; Bez, ET		Rocha, A; Correia, AM; Tan, FB; Stroetmann, KA		de Oliveira, Daniel; Goncalves, Mirian Buss; Bez, Edson Tadeu			Simulating a Dynamic Transport System to Enhance the Transportation Performance in Road Crisis Condition	NEW PERSPECTIVES IN INFORMATION SYSTEMS AND TECHNOLOGIES, VOL 1	Advances in Intelligent Systems and Computing				World Conference on Information Systems and Technologies (WorldCIST)	APR 15-18, 2014	Funchal, PORTUGAL																						2194-5357		978-3-319-05951-8; 978-3-319-05950-1				2014	275						583	591		10.1007/978-3-319-05951-8_55							WOS:000354297600055						
C	Fliss, I; Tagina, M		Abraham, A; Thampi, SM		Fliss, Imtiez; Tagina, Moncef			Diagnosing Multiple Faults in Dynamic Hybrid Systems	INTELLIGENT INFORMATICS	Advances in Intelligent Systems and Computing				1st International Symposium on Intelligent Informatics (ISI 12)	AUG 04-05, 2012	RMK Engn Coll, Chennai, INDIA	Steinbeis Innovat Ctr, Hochschule Offenburg, NASSCOM, INNS, India Reg Chapter, ISCA, CiSi, SPIN, IEEE, Syst Man & Cybernet Soc, MIR Lab	RMK Engn Coll								Fliss, Imtiez/0000-0003-2229-7004												2194-5357	2194-5365	978-3-642-32062-0; 978-3-642-32063-7				2013	182						129	139									WOS:000315536100015						
C	Araghi, MAF; Zarei, E		Kacprzyk, J; Szmidt, E; Zadrozny, S; Atanassov, KT; Krawczak, M		Araghi, Mohammad Ali Fariborzi; Zarei, Eisa			Dynamical Control of Computations Using the Iterative Methods to Solve Fully Fuzzy Linear Systems	ADVANCES IN FUZZY LOGIC AND TECHNOLOGY 2017, VOL 1	Advances in Intelligent Systems and Computing				10th Conference of the European-Society-for-Fuzzy-Logic-and-Technology (EUSFLAT) / 16th International Workshop on Intuitionistic Fuzzy Sets and Generalized Nets (IWIFSGN)	SEP 11-15, 2017	Warsaw, POLAND	European Soc Fuzzy Log & Technol, Polish Acad Sci, Dept IV Engn Sci, Polish Acad Sci, Syst Res Inst, Polish Operat & Syst Res Soc								Araghi, Mohammad Ali Fariborzi/R-1213-2017	Araghi, Mohammad Ali Fariborzi/0000-0002-5467-9296												2194-5357	2194-5365	978-3-319-66830-7; 978-3-319-66829-1				2018	641						55	68		10.1007/978-3-319-66830-7_6							WOS:000432315700006						
C	Mazurkiewicz, J		Zamojski, W; Mazurkiewicz, J; Sugier, J; Walkowiak, T; Kacprzyk, J		Mazurkiewicz, Jacek			Unified Approach to Network Systems Multicriteral Analysis	PROCEEDINGS OF THE NINTH INTERNATIONAL CONFERENCE ON DEPENDABILITY AND COMPLEX SYSTEMS DEPCOS-RELCOMEX	Advances in Intelligent Systems and Computing				9th International Conference on Dependability and Complex Systems (DepCoS-RELCOMEX)	JUN 30-JUL 04, 2014	Brunow, POLAND	Wroclaw Univ Technol, Inst Comp Engn Control & Robot									Mazurkiewicz, Jacek/0000-0002-7708-907X												2194-5357	2194-5365	978-3-319-07013-1				2014	286						333	343		10.1007/978-3-319-07013-1_32							WOS:000363748100032						
C	Harashima, K; Nakazaki, H; Chamoso, P; Bajo, J; Corchado, JM		Bajo, J; Hernandez, JZ; Mathieu, P; Campbell, A; FernandezCaballero, A; Moreno, MN; Julian, V; AlonsoBetanzos, A; JimenezLopez, MD; Botti, V		Harashima, Katsumi; Nakazaki, Hiroki; Chamoso, Pablo; Bajo, Javier; Corchado, Juan M.			Integration of a Purchase Porter System into a VO Developed by PANGEA	TRENDS IN PRACTICAL APPLICATIONS OF AGENTS, MULTI-AGENT SYSTEMS AND SUSTAINABILITY: THE PAAMS COLLECTION	Advances in Intelligent Systems and Computing				13th International Conference on Practical Applications of Agents, Multi-Agent Systems, and Sustainability (PAAMS)	JUN 03-05, 2015	Salamanca, SPAIN	IBM, IEEE Syst Man & Cybernet Soc Spain, AEPIA, Assoc Francaise Intelligence Artificielle, AAAI, APPIA, ARIA, ATIA, BNVKI,, SADIO, Soc Brasileira Computacao, GI, Univ Salamanca, CNRS, Portuguese Assoc Artificial Intelligence, Telefonica, Bioinformat Intelligent Syst & Educ Technol Res Grp, Junta Castilla Leon, Univ Salamanca, indra								Santos, Pablo Chamoso/A-7274-2016; Corchado, Juan M/D-3229-2013	Santos, Pablo Chamoso/0000-0001-5109-3583; Corchado, Juan M/0000-0002-2829-1829												2194-5357		978-3-319-19629-9; 978-3-319-19628-2				2015	372						65	72		10.1007/978-3-319-19629-9_8							WOS:000380446400008						
C	Munegowda, K; Raju, GT; Raju, VM		Kumar, MA; Selvarani, R; Kumar, TVS		Munegowda, Keshava; Raju, G. T.; Raju, Veera Manikandan			Cluster Allocation Strategies of the ExFAT and FAT File Systems: A Comparative Study in Embedded Storage Systems	PROCEEDINGS OF INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING	Advances in Intelligent Systems and Computing				International Conference on Advances in Computing (ICAdC 2012)	JUL 04-06, 2012	M S Ramaiah Inst Technol, INDIA	M S Ramaiah Inst Technol, Informat Sci & Engn, M S Ramaiah Inst Technol, Comp Sci & Engn, M S Ramaiah Inst Technol, Comp Applicat	M S Ramaiah Inst Technol								Munegowda, Keshava/0000-0003-0056-7691												2194-5357	2194-5365	978-81-322-0739-9; 978-81-322-0740-5				2013	174						691	698									WOS:000316088900082						
C	Loganathan, N; Lakshmi, K; Venkatesh, JA		Sundari, PD; Dash, SS; Das, S; Panigrahi, BK		Loganathan, N.; Lakshmi, K.; Venkatesh, J. Arun			A Robust Energy Management System for Smart Grid	PROCEEDINGS OF 2ND INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND APPLICATIONS	Advances in Intelligent Systems and Computing				2nd International Conference on Intelligent Computing and Applications (ICICA)	FEB 05-06, 2016	KCG Coll Technol, Chennai, INDIA		KCG Coll Technol							Kaliyappan, Lakshmi/F-1094-2016; N, Loganathan/AAH-6861-2019; PSGitech, Research/AAR-9645-2020	N, Loganathan/0000-0001-6058-0180; K, Lakshmi/0000-0001-9543-9478												2194-5357		978-981-10-1645-5; 978-981-10-1644-8				2017	467						423	435		10.1007/978-981-10-1645-5_36							WOS:000401652200036						
C	Zou, BW; Cui, XC		Balas, VE; Jain, LC; Zhao, X		Zou, Bowei; Cui, Xiaochuan			Research on the Measurement Method of the Detection Range of Vehicle Reversing Assisting System	INFORMATION TECHNOLOGY AND INTELLIGENT TRANSPORTATION SYSTEMS, VOL 1	Advances in Intelligent Systems and Computing				International Conference on Information Technology and Intelligent Transportation Systems (ITITS)	DEC 12-13, 2015	Xian, PEOPLES R CHINA	Shaanxi Comp Soc, Changan Univ, Xian Univ Technol, CAS, NW Poly Tech Univ, Shaanxi Sirui Ind Co Ltd																					2194-5357		978-3-319-38789-5; 978-3-319-38787-1				2017	454						55	66		10.1007/978-3-319-38789-5_15							WOS:000399944500015						
C	Popescu-Bodorin, N; Balas, VE		Balas, VE; Jain, LC; Kovacevic, B		Popescu-Bodorin, Nicolaie; Balas, Valentina E.			Best Practices in Reporting Iris Recognition Results	SOFT COMPUTING APPLICATIONS, (SOFA 2014), VOL 2	Advances in Intelligent Systems and Computing				6th International Workshop on Soft Computing Applications (SOFA)	JUL 24-26, 2014	Timisoara, ROMANIA	Univ Belgrade								Balas, Valentina Emilia/F-4525-2010; Popescu-Bodorin, Nicolaie/B-2641-2010	Balas, Valentina Emilia/0000-0003-0885-1283; Popescu-Bodorin, Nicolaie/0000-0001-5222-5752												2194-5357	2194-5365	978-3-319-18416-6; 978-3-319-18415-9				2016	357		2				819	828		10.1007/978-3-319-18416-6_64							WOS:000452854600008						
C	Chang, AD; Wang, J; Jin, Y		Balas, VE; Jain, LC; Zhao, X		Chang, Ande; Wang, Jing; Jin, Yi			Driver Compliance Model Under Dynamic Travel Information with ATIS	INFORMATION TECHNOLOGY AND INTELLIGENT TRANSPORTATION SYSTEMS, VOL 1	Advances in Intelligent Systems and Computing				International Conference on Information Technology and Intelligent Transportation Systems (ITITS)	DEC 12-13, 2015	Xian, PEOPLES R CHINA	Shaanxi Comp Soc, Changan Univ, Xian Univ Technol, CAS, NW Poly Tech Univ, Shaanxi Sirui Ind Co Ltd																					2194-5357		978-3-319-38789-5; 978-3-319-38787-1				2017	454						201	212		10.1007/978-3-319-38789-5_29							WOS:000399944500029						
